नगर पर हमला किया जो हित्तिते साम्राज्य का अधीन था पर पहले सेती प्रथम के अधीन था।	17	nagar par hamla kiya jo hitite samrajya ka adhin tha par pahale seti pram ke adhin tha.	17	
ये महाराष्ट्र से हैं।	4	Ye Maharashtra se hain.	4	
वॉरहेड पर एक टन तक का परमाणु हथियार ले जाने में सक्षम।	12	Warhead par ek ton tak ka parmanu hathiyar le jane men saksham.	12	
आदरणीय भारत के राष्ट्रिय नागरिक महोदय व् नागरिक बन्धुओं हमारे भरत के नागरिकों पर राज करने वाले राष्ट्रिय नागरिकों से विनम्र अपील	22	Adarniy Bharat ke rashtriy nagarik mahoday v nagarik bandhuon hamare Bharat ke nagarikon par raj karne wale rashtriy nagarikon se vinamr appeal	22	
हमारे देश का कोई भी प्रधानमंत्री अगर किसी राज्य में बीस करोड़ की मदद देने की घोषणा करते है यह तो अच्चा	22	Hamare desh ka koi bhi Pradhanmantri agar kisi rajya men bees crore ki madad dene ki ghoshana karte hain to yah achha	22	
है परन्तु मान लो की किसी राज्य की जनता पेड़ के पत्तों के पत्तल दोने का व्यापर करने में सक्षम है तो	22	hai parant maan lo ki kisi rajya ki janta ped ke patton ke pattal done ka vyapar karne men sakshan hai to	22	
प्रधानमन्त्री जी को यह घोषणा करने की करपा करनी चाहिए की केन्द्र सर्कार दस करोड़ नगद देगे और दस करोड़ के सालाना	22	pradhanmantri ji ko yah ghoshana karne ki karpa karni chahiye ki kendra sarkar das crore nagad denge aur das crore ke salana	22	
राज्य की जनता से पेड़ के पत्तों के पत्तल दोने खरीदेंगे फिर देश की जनता को भोज के लिए हर गैस सरेण्डर	22	rajya ki janta se ped ke patto ke pattal done kharidenge fir desh ki janta ko bhoj je liye har gas surrender	22	
के साथ मुफ्त देंगे जो देश की जनता जल पानी बर्बादी से जानलेवा मलेरिया व जल पानी बर्बादी से स्टील के बर्तन	22	ke saath muft denge jo desh ki janta jal pani barbadi se janleva malaria v jal pani barbadi se steel ke bartan	22	
व् स्टील के ठीकरे धोनें पर चमड़ी कटने की बीमारी न हो जो जितना आमिर आदमी उतना बरबाद क्यों उसका इलाज ही	22	va steel ke thikare dhhone par chamdi katne ki bimari n ho ji jitna amirr admi utna barbad kyon uska ilaj hi	22	
नहीं होता स्टील के बर्तन को धोने वाले की परेशानी दूर बर्तन धोने वाले को रोज लगभग दोनों समय 150 ठकरे धोने	22	nahi hota steel ke bartan ko dhone wale ki pareshani dur bartan dhone wale ko roj lagbhag dono samay 150 thakre dhone	22	
से निजात मिलेगी स्टील के बरतन को धोने से जो जल बहता है जल बहने से मलेरिया के मछरों का आतंक मिट	22	se nijaat milegi steel ke bartan ko dhone se jo jal bahata hai jal bahane se malaria ke machharon ka atank mit	22	
सकता है मलेरिया की बिमारियों पर परिवार बरबाद होने में कमी आएगी दवाइयों में शासनात्मक कमीशन बाजी व घोटाले बाजी जो देश	22	sakta hai malaria ke bimariyon par parivar barbad hone men kami ayegi davaiyon men shasanatmak commission baji va ghotale baji jo desh	22	
को बरबाद करने में तुली हुई ह उसमें कमी आ सकती है यह योजना हर परिवार के पास पहुचती है तो हर	22	ko barbad karne men tuli hui hai usmen kami aa sakti hai yah yojana har parivar ke pas pahunchti hai to har	22	
परिवार ६ सदस्य ४० हजार रूपये की बचत व सरकार को मलेरिया के लिए परेशानी में कमी आएगी मानव व जानवरों को	22	parivar 6 sadasya 40 hajar rupaye ki bachat v sarkar ko malaria ke liye pareshani men kami ayegi manav va janvaron ko	22	
एलरजी नमक बिमारियों से छुटकारा पाने में मदद मिलेगी और किसी राज्य का मुख्यमंत्री जो अपने राज्य को मेहनतकस व महत्वाकान्सी आत्म	22	allergy namak bimariyon se chhutkara pane men madad milegi aur kisi rajya ka mukhyamantri jo apne rajya ko mehnatkas va mahattwakansi atm	22	
शक्तिशाली बनाना चाहता है तो अपनी राज्य की जनता को पेड़ के पत्तों के पत्तल दोने का व्यापर करवाने व पेड़ के	22	Shaktishali banana chahata hai to apni rajya ki janta ko ped ke patto ke pattal done ka vyapar karnave v ped ke	22	
पत्तों के पत्तल दोने में खाने का प्रचार होना चाहिए सरकारें जनता नो पेड़ के पत्तों के पत्तल दोने का व्यापर का	22	patton ke patta dono men khane ka prachar hona chahiye Sarkaren janta no ped ke patton je patta done ka vyapar ka	22	
अनुदान देगी तो उस राज्य में हरियाली की कमी कभी नहीं आएगी== महुआ ==	14	anudan degi to us rajya men haiyali ki kami kabhi nahi ayegi== mahua ==	14	
दिव्या राणा	2	Divya Rana	2	
जगदीप	1	Jagdeep	1	
गुझिया (निशा मधुलिका)	3	Guziya (Nisha Madhulika)	3	
महेश एलकुंचवार सरस्वती सम्मान से सम्मानित साहित्यकार हैं।	8	Mahesh Elkunchvar saraswati samman se sammanit sahityakar hain.	8	
१९८५ में चेन्नई में पहले भारतीय एड्स के मामलों का निदान करने के बाद माइक्रोसिबोलॉजिस्ट ने भारत में एड्स अनुसंधान और रोकथाम का बीड़ा उठाया था।	26	1985 men Chennai men pahale Bharatiya Aids ke mamolom ka nidan karne ke baad Microbiologist ne Bharat men Aids Anusandhan aur rokhtham ka bida uthaya tha.	26	
यह बांका जिला में अवस्थित है।	6	Yah Banka Zilla be avashit hai.	6	
विभिन्न देशों की प्राचीन भाषाएँ जिनका अध्ययन और वर्गीकरण पर्याप्त सामग्री के अभाव में नहीं हो सका है, पहली अवस्था में है।	22	Vibhinna deshon ki prachin bhashayen jinka adhyayan aur vargikaran prayapt samagri ke abhav men nahi ho saka hai, pahali avastha men hain.	22	
आठ साल तक यह समिति राष्ट्रभाषा प्रचार समिति, वर्धा से संबद्ध रही।	12	Aath saal tak yah samiti Rashtrabhasha prachar samiti, vardha se sambandh rahi.	12	
1947 में दारा सिंह सिंगापुर आ गये।	7	1947 men Dara Singh Singapore aa gaye.	7	
अकादमी यूरोपीय विज्ञान फाउंडेशन में पर्यवेक्षक का दर्जा प्राप्त है और ब्रिटिश रॉयल सोसायटी, ब्रिटिश अकादमी,	16	Academy Europiya Vigyan Foundation men paryavekshak ka darja prapt hai aur British Royal Society, British Academy,	16	
स्वीडिश एकेडमी ऑफ साइंसेज और सिंगापुर के राष्ट्रीय अनुसंधान परिषद के साथ विनिमय कार्यक्रम चलाता है।	16	Swedish Academy of Sciences aur Singapore ke Rashtriy anusandhan parishad ke saath vinimay karyakram chalata hai.	16	
अब इस ओर चेष्ठा और प्रयत्न होने लगे हैं कि यदि संभव हो तो सभ्य संसार ही	17	Ab is or cheshta aur prayatna hone lage hain ki yadi sambhav ho to sabhya sansar hi	17	
नहीं, वरन् मनुष्य मात्र के सामूहिक विकास या विनाश का अध्ययन भूगोल के समान किया जाए।	16	Nahi, Varn manushya matra ke samuhik vikas ya vinash ka adhyayan bhugil ke saman kiya jaye.	16	
1975 में उन्होंने फेयरवेल, माई लवली, कैपोन और डेथ रेस 2000 में सहयोगी कलाकार का किरदार निभाया.	17	1975 men unhone fairwell, My lovely, Capon aur Death race 2000 men Sahayogi kalakar ka kirdar nibhaya.	17	
साहित्य अकादमी	2	Sahitya Academy	2	
प्रादेशिक प्रतिनिधित्व प्रणाली के अंतर्गत संपूर्ण भूभाग को विभिन्न निर्वाचन क्षेत्रों में बांट दिया जाता है और प्रत्येक निर्वाचन क्षेत्र से एक व्यक्ति या प्रतिनिधि निर्वाचित होता है।	28	Pradeshik Pratinidhitwa pranali ke antargat Saampurn Bhubhag ko vibhinna Nirwachan Kshetron men baat diya jata hai aur pratyek nirvachan kshetra se ek vyakti ya pratinidhi nirvachit hota hai.	28	
किंतु अधिकांश विद्वानों का यही मत है कि "वार' केवल "पौड़ी' छंद में ही रची जा सकती है।	18	Kintu adhikansh Vidwanon ka yahi mat hai ki "waar keval "paudi' chhand men hi rachi jaa sakti hai.	18	
स्टोर्मर को भौतिकी में डैनियल सुई और रॉबर्ट लाफलिन साथ " क्वांटम फ्लूइड के आंशिक चार्ज्ड उत्तेजित प्रकार की खोज" के लिए १९९८ में नोबेल पुरस्कार मिला।	27	Stomer ki bhautiki men Daniel Sui aur Robert Laughlin saath " Quantum Fluid ke anshik charged uttejit prakar ki khoj" ke liye 1998 men Nobel Puraskar mila.	27	
इससे बिस्मिल की आत्मा को अपार कष्ट हुआ।	8	Isse Bismil ki atma ko apaar kashat hua.	8	
इसमें लोग खरीददारी करने के लिए आते हैं तथा यहाँ कई प्रकार की कीमती वस्तुएँ मिलती है।	17	Ismen Log kharidari karne ke liye ata hain tatha yahan kai prakar ki kimati vastuyen milti hai.	17	
समस्याएं कंकालीय मांसपेशी, या मांसपेशी विकार मस्तिष्क और अन्य अंग प्रणालियों पर प्रभाव के साथ जुड़ सकता है।	18	Samasyan kankaliy maspeshi, ya maaspeshi vikar mastishq aur anya ang pranaliyon par prabhav ke saath jud sakta hai.	18	
भारत की ऊर्जा नीति	4	Bharat ki urja niti	4	
खराद	1	Kharad	1	
1395 ग्रेगोरी कैलंडर का एक साधारण वर्ष है।	8	1395 Gregory Calendar ka ek sadharan varsh hai.	8	
उनकी भौंक तेज और विशिष्ट होती है।	7	Unki Bhounk tez aur vishishta hoti hai.	7	
जबकि कुछ इतिहासकारों के अनुसार वो यदु वंश के सम्बंधित हैं।	11	Jabki kuch itihaskaron ke anusar vo yadu vansh ke sambandhit hai.	11	
दर्शकों ने उनके बजाये संगीत को स्वीकार किया, लेकिन उनके कुछ अन्य दर्शकों के विपरीत, वे ड्रग-मुक्त रहे -	19	Darshakon ne unke bajay sangit ko swikar kiya, lekin unke kuch anya darshakon ke viparit, ve drug-mukt rahe -	19	
"हम उसके बाहर थे, एसिड पर नहीं, लेकिन लूप के बाहर, UFO के ड्रेसिंग रूम में अटके थे।"	18	"Hum iske bahar the, acid par nahi, lekin loop ke bahar, UFO ke dressing room men atake the."	18	
लड़कियों ने कुत्ते का नाम बो रखा, क्योंकि इसी नाम से उनके एक चचेरे भाई एक बिल्ली है और क्योंकि श्रीमती	21	ladkiyon ne kutte ka naam bo rakhaa, kyonki isi naam se unke chachere bhai ek billi hai aur kyon ki Shrimati	21	
ओबामा के पिता का उपनाम डिडली दिया गया था, जो कि स्वर्गीय संगीतकार बो डिडली के नाम पर दिया गया था।	21	Obama ke pita ka upnaam didli diya gaya tha, jo ki swargiya sangitkar Bo Didli ke naam par diya gaya tha.	21	
थाईलैण्ड में बौद्ध धर्म	4	Thailand men Baudhha Dharma	4	
प्रत्येक वर्ष देहरादून में श्री गुरू रामराय दरबार के आँगन में पवित्र मूर्ति को उठाया जाता है, जहाँ गुरू ने अपना डेरा स्थापित किया था।	25	Pratyek varsh Dehradun men Shri Guru Ramray Darbar ke angan men paitra murti ko uthaya jata hai, jahan guru ne apna dera sthapit kiya tha.	25	
हार्ट ने लिखा,"बोहेमिया को कभी भी भौगोलिक तौर पर स्थापित करने की कोशिश नहीं की गयी, लेकिन किसी भी दिन जब आकाश साफ़ हो और	25	Heart ne likha,"Bohemiya ko kabhi bhi bhaugolik taur par sthapit karne ki koshish nahi ki gayi, lekin kisi bhi din jab akash saaf ho aur	25	
सूरज अस्त हो रहा हो, यदि आप टेलीग्राफ पहाडी पर चढ़ेंगे, तो पश्चिम में आप इसकी मनोहर घाटी और बादलों से आच्छादित पहाड़ियों को देखेंगे....	25	suraj ast ho raha ho, yadi aap telegraph Pahadi par chadhenge, to paschin men aap iski manohar ghati aur badalon se achhadit ahadiyon ko dekhenge...	25	
हिब्रू शब्द तुकी (बहुवचन तुक्कियिम) तमिल शब्द तेख से आया है लेकिन कभी कभी मिस्र के शब्द तेख से भी संकेत हुए हैं।	23	Hebrew shabd tuki (Bahuvachan Tukkiyim) tamil shabd tekh se aya hai lekin kabhi kabhi misr ke shabd tekh se bhi sanket huye hain.	23	
लेकिन जो सत्य जाना चाहता वह खोज करता है फिर वहां जनता है की सभी प्रचीन धर्म इस्लाम इसाई	19	Lekin jo satya jana chahata vah khoj karta hai fir vahan janata hai ki sabhi prachin dharm Islam Isaai	19	
यहूदी शिन्तो ताओ जैन बौध्द में विश्व की उत्पत्ति व अंत के कई कहानी है और भगवान के सभी	19	Yahudi Shinto Tao Jain Baudh men vishwa ki utpatti v ant ke kai kahaniyan ahai aur bhagwan ke sabhi	19	
मान्यता भिन्न है तो स्वयं की धर्म कथा का कई सालो तक चिंतन मनन व परिकल्पना होने पर ज्ञात	19	Manyata bhinna hai to swayam ki dhram katha ka kai salon tak chintan manan v parkalpana hone par gyat	19	
होता है की वह चेतना की कहानी है और परमात्मा सबके लिए भिन्न स्वरूप में है ।	17	hota hai ki vah chetana ki kahani hai aur parmatma sabke liye bhinn swarup men hain .	17	
४ मई १९२९ के अभ्युदय में इलाहाबाद से यह समाचार छपा - ऐसेम्बली का बम केस: काकोरी केस से इसका सम्बन्ध है।	22	4 May 1929 ke abhuday men Allahabad se yah samachar chhapa - assembly ka bomb case: Kakori case se iska sambandh hai.	22	
कंपनी का तकनीकी केंद्र वेस्टन, एफ़एल में है।	8	Company ka takniki kendra Western, FL men hai.	8	
कायस्थेर वर्णपरिचय	2	Kaysther Varnaparichay	2	
जब चन्द्रमा निरयण पद्धति से वॄष राशि में होता है तो जातक की वॄष राशि मानी जाती	17	Jab chandrama niryan paddhati se vrish rashi men hota hai to jatak ki vrish rashi mani jati	17	
है, जन्म समय में जन्म लगन वॄष होने पर भी यही प्रभाव जातक पर होता है।	16	hai, janam ke samay janm lagan vrish hone par bhi yahi prabhav jatak par hota hai.	16	
जयसिंहवर्मन् षष्ठ ने अन्नम की एक राजकुमारी से विवाह करन के लिये अपने राज्य के दो उत्तरी प्रांत अन्नम के नरेश का दे दिए।	24	Jaisinghvarman shashth ke Annam ki ek rajkumari se vivah karne ke liye apne rajya ke do uttari prant Annam ke naresh ka de diye.	24	जयसिंहवर्मन् षष्ठ ने अन्नम की एक राजकुमारी से विवाह करने के लिये अपने राज्य के दो उत्तरी प्रांत अन्नम के नरेश को दे दिए।
IMF के अनुसार, 1980 के दशक के बाद से उभरते तथा विकासशील देशों की वास्तविक GDP वृद्धि, ऊर्ध्वमुखी और उन्नत अर्थ-व्यवस्थाओं की अधोमुखी रही है।	25	IMF ke anusar, 1980 ke dashak ke baad se ubharte tatha vikasshil deshon ki vastavik GDP vruddhi, urdhavmukhi aur unnat arth-vyavasthaon ko adhomukhi rahi hai.	25	
जिसका निर्देशन श्रीराम राघवन और निर्माण दिनेश विजन एवं सुनील लुल्ला ने किया है।	14	Jiska Nirdeshan Shriram Raghavan aur nirman Dinesh Vijan evam Sunil Lulla ne kiya hai.	14	
ए. बेरेडल कीथ: एक हिस्ट्री ऑव संस्कृत लिटरेचर;	8	A. Beredal Keith: A history of Sanskrit Literature;	8	
संविधान के लेसोथो में आया बल के प्रकाशन के बाद प्रारंभ आदेश है ।	14	Sanvidhan ke Lesotho men aya bal ke prakashan ke baad prarambh adesh hai .	14	
हर्षवर्धन की मृत्यु के बाद गहरवारों ने इस पर अधिकार कर लिया था।	13	Harshwardhan ki mrutyu ke baad Gaharwaron ne is par adhikar kar liya tha.	13	
राजाराम द्वितीय जो रामराजा नाम से जाने जाते है।	9	Rajaram Dwitiy jo Ramraja naam se jane jate hain.	9	
वह ब्रिटेन के स्कॉलैंड यार्ड में महानगरीय पुलिस में विशेष प्रशिक्षण भी हासिल कर चुकी हैं।	16	Vah vritain ke Scotland Yard men Mahanagaroy Police men vishesh prashikshan bhi hasil kar chuki hain.	16	
नौजवान क्रांतिकारी टोली पर उनके पद, ज्ञान व विद्वता कि धाक भी थी।	13	Naujavan Krantikari toli par unke pad, gyan, aur vidwatta ki dhaak bhi thi.	13	
यहाँ सभी धर्म, जाति, संप्रदाय, वर्ग के लोग एक साथ अपने-अपने पर्व को मनातें है।	15	Yahan sabhi Dharam, jaati, Sampraday, varg ke log ek saath apne-apne parv ko manate hain.	15	
कुछ ऐसा खेलने की कोशिश करें जो पहले कभी नहीं खेला है।	12	Kuch aisa khelne ki koshish karen jo pahale kabhi nahi khela hai.	12	
जगत् तो उसके एक अंश मात्र में है।	8	Jagat to uske ek ansh matra men hai.	8	
इस संग्रहालय में लगभग बाहर हजार विभिन्न शैलियों के चित्र संकलित हैं।	12	Is Sangrahalay men lagbhag bahar hajar vibhinn shailiyon ke chitra sankalit hain.	12	
'भक्तमाल' की रचना व्रजभाषा में हुई है।	7	Bhaktmal' ki rachana vajrabhasha men hui hai.	7	
(मोहम्मद गोरी दिल्ली पर विजय प्राप्त की और वहां अपनी सल्तनत स्थापित जब सटीक एएच 587 = 1192 होने के लिए), के अंतिम दशक से तारीख, गुजरात और केरल.	29	(Mohammed Ghori Delhi par vijay Prapt ki aur vahan apni sultanat sthapit jab satik AH 587 = 1192 hone ke liye), ke antim dashak se tarikh, Gujarat aur Kerala.	29	
ये राजस्थान से हैं।	4	Ye Rajasthan se hain,	4	
चन्देलों के साथ दुर्गावती का भी नाम लिया जाता है।	10	Chandelon ke saath Durgavati ka bhi naam liya jata hai.	10	
वे प्रसिद्ध नृत्य शो झलक दिखला जा के सीज़न ४ के विजेता रह चुके हैं।	15	Ve prasiddha nrutya shi jhalak dikhla jaa je season 4 ke vijeta rah chuke hain.	15	
मीना	1	Meena	1	
राम रूप सिंह,भारत के उत्तर प्रदेश की तीसरी विधानसभा सभा में विधायक रहे।	13	Ram Rup Singh, Bharat ke Uttar Pradesh ki tisri vidhansabha men vidhayak rahe.	13	
शुरू में, बैंड के किसी भी सदस्य ने आगंतुक को नहीं पहचाना, लेकिन यह जल्दी ही स्पष्ट हो गया कि वह बैरेट थे।	23	Shuru men, band ke kisi bhi sadasya ne agantuk ko nahi pahchana, lekin yah jaldi hi spasht ho gaya ki vah Barett the.	23	
नहीं तो गर्भ के विषय में अथवा स्वयं गर्भिणी के लिए डर बना रहता है।	15	Nahi to garbh ke vishay men athavan swayam garbhini ke liye dar bana rahta hai.	15	
चौरंगा एक हिन्दी फ़िल्म है।	5	Chauranga ek Hindi film hai.	5	
यह निर्णय विवादों में घिरा रहा क्योंकि फ़ेडरल बैंकिंग नीति ने उस समय सामन्यतया अमेरिकन एक्सप्रेस को बैंक के रूप में कार्य करने की अनुमति नहीं दी थी।	28	Yah nirnay vivadon men ghira raha kyonki federal Banking niti ne us samay sanmyataya American Express ko bank ke rup men karya karne ki anumati nahi di thi.	28	
स्वाधीनता संग्राम के क्रान्तिकारी साहित्य का इतिहास (1 संस्करण).	9	Swadhinta sangram ke krantikari sahitya ka itihas (1 Sanskaran).	9	
एक आध्यात्मिक स्वामी ही जो उस अनुक्रम को जानता है जिसमे हमारे कर्म को फल प्राप्त होगा, हमारी सहायता कर सकता है।	22	Ek adhyatmik swami hi jo us anukram ko janata hai jismen hamare karma ko fal prapt hoga, hamari sahayata kar sakta hai.	22	
ग्रेनाइट के आधार पर सफ़ेद ईंट और टेरा कोटा लिए हुए यह गगनचुंबी त्रिपक्षीय रचना वाली बिल्डिंग अच्छी नींव और खुले ऊपरी भाग के कारण अत्यधिक लोकप्रिय हुई।	28	Granite ke adhar par safed int aur tera kotta liye huye ya ganganchumbiy tripakshiya rachna vali building achhin neev aur khule upari bhag ke karan atyadhik lokpriya hui.	28	
सजा में शामिल था निर्वासन, आंतरिक निर्वासन और मजबूर श्रम शिविरों और जेलों पर नजर; असंतोष को तेजी से दबा दिया गया।	22	Saja men shamil tha nirvasan, antarik nirvasan, aur mabur shra, shibiron aur jailo par najar; asantosh ko teji se daba diya gaya.	22	
खूब पिटाई हुई, उपन्यास व अन्य किताबें फाड़ डाली गयीं लेकिन रुपये चुराने की आदत नहीं छूटी।	17	Khub pitai hui, upanyas v anya kitabon fad dali gayin lekin rupaye churane ki adat nahi chhuti.	17	
ओप कला - वसार्ली विक्टर, ब्रिज़ेट रिले, रिचर्ड एनुस्कीविच	9	Op kala - Varsali Victor, Bridget Riley, Richard Enskuvich	9	
रेडियोधर्मिता के गुण के कारण प्लूटोनियम के समस्थानिक और यौगिक विषैले होते हैं।	13	Radiodharmiyata ke gun ke karan Plutonium ke samsthanik aur Yougik vishaile hote hain.	13	
यूरोप में हुए पुर्नजागरण और ज्ञानोदय आंदोलनों के बाद मानवीय मूल्यों का महिमा मंडन हुआ।	15	Europe men huye punarjagaran aur Gyanoday Andolanon ke baad Manaviy mulyon ka mahima Madan hua.	15	
इसकी रचना भारत के महान कवि एवं साहित्यकार सूर्यकांत त्रिपाठी 'निराला' ने की।	13	Iski rachana Bharat ke mahan kavi evam sahityakar Suryakant tipathi 'Nirala' ne ki.	13	
मौरीज़ियो के जाने के एक साल के अन्दर ही, डौन मेलो भी अपनी पिछली कंपनी बर्ग्दौर्फ़ गुड्मन में फिर लौट	20	Maurijiyon ke jane ke ek saal ke andar hi, Dawn Melo bhi apni pichhli company Bagdorf Goodman men fir laut	20	
आयीं और तब क्रिएटिव डायरेक्टर कि पदवी टॉम फोर्ड को मिली जो उस समय केवल 32 वर्ष के थे।	19	ayin aur tan creative director ki padvi Tom Ford ko mili jo us samay keval 32 varsh ke the.	19	
दरबार साहिब का महन्त शहर के चारों ओर जलूस का नेतृत्व करता है।	13	Darbar Sahib ka Mahant shahar ke charon or julus ka netrutwa karta hai.	13	
कांट ने इस युक्ति को माना नहीं, परंतु कहा कि जो अन्य युक्तियाँ दी जाती हैं, वे एन्सैल्म की युक्ति की रूपांतर ही हैं।	24	Kant ne is yukti ko mana nahi, parantu kaha ki jo anya Yuktiyan di jati hi, ve Enselm ki yukti ki rupantar hi hai.	24	
वे शेख मुजीब के तानाशाही रवईये के विरोधी थे, और 1975 में शेख मुजीब ने विपक्ष को	17	Ve Shaikh Mujib ke Tanashashi ravaiye ke virodhi the, aur 1975 men Shaikh Mujib ne vipaksh ko	17	
बर्खास्त कर बाकसाल नामक एकदलीय शासत स्थापित किया, तब अहमद उनके विचारों से पूर्णतः विरुद्ध थे।	16	barkhast kar Baksal namak ekdaliya shasat sthapit kiya, ab Ahmad unke vicharon se purnatah virudhha the.	16	
इन दोनों भाईयों को ग्रेट ट्रिगोनोमैट्रिकल सर्वे के देहरादून स्थित कार्यालय में दो साल तक प्रशिक्षण भी दिया गया था।	20	In dono bhaiyon ko great Trignometrical Survey ke Dehradun sthit karyalayon men do saal tak parikshan bhi diya gaya tha.	20	
सय्यद वहीद अशरफ़	3	Sayyad Wahid Ashraf	3	
निवेश प्रबंधन उद्योग के अभ्यासकर्ताओं के लिए कनाडा में सीआईएम जैसे पदनाम आवश्यक हैं।	14	Nivesh Prabandhan Udyog ke Abhyaskartaon ke liye Caanada men CIM jaise padnaam avashak hain.	14	
इसलिए ओझा, पुजारी, मौलवी, साधु, नकली वैद्य, नीम-हकीम, अप्रशिक्षित यौन-विशेषज्ञ इत्यादि अवैज्ञानिक रूप से मनोरोग चिकित्सकों का कार्य कर रहे हैं।	21	Isliye ozha, pujari, maulvi, sadhu, nakali-vaid, neem-hakim, aprashikshit yaun vishesgyan ityadi avaidgyanik rupse monorog chikitsakon ka karya pura kar rahe hain,	21	
मानसा ऐतिहासिक दृष्टि से काफी महत्वपूर्ण है।	7	Mansa Eitihasik drushti se kafi mahattwapurn hai.	7	
बांग्लादेश की स्वतंत्रता के बाद, उन्हें योजना व वित्त का प्रभार दिया गया था, साथ ही वे बांग्लादेशी संविधान के प्रलेखन समिति में भी शामिल थे।	26	Bangladesh ki swatantrata ke baad, unhe yojana va vitta ka prabhar diya gaya tha, sath hi ve bangladesh sanvidhan ke pralekhan samiti men bhi shamil the.	26	
यह रंगहीन, स्वाधीन एवम गंधहीन क्र्यस्तालीय पदार्थ होता है जो की पानी और अल्कोहल में आराम से घुल जाता है।	20	Yah ranghin, swadhin evam gandhhin cristaliya padhartha hota hai jo ki pani aur alcohol men araam se ghul jata hai.	20	
मध्य प्रदेश उच्च न्यायालय	4	Madhya Pradesh Uchch Nayalaya	4	
पाकिस्तान में, स्वैच्छिक सैन्य सेवा के लिए 16-23 वर्ष आयु है; पाकिस्तान राष्ट्र के संविधान के मुताबिक	17	Pakistan men, Swaichhik sainya seva ke liye 16-23 varsh Ayu hai; Pakistan rashtra ke sanvishan ke mutabik	17	
सैनिकों को 18 साल उम्र से कम पर युद्ध के लिए तैनात नहीं किया जा सकता है।	17	sainikon ko 18 saal umra se kam par yuddh ke liye tainat nahi kiya jaa sakta hai.	17	
यह केवल http में ही खोले गए वेबसाइट द्वारा आपके कम्प्युटर में डाला जाता है।	15	yah keval http men hi khole gaye website dwara apke computer men dala jata hai.	15	
संस्कृत, पालि तथा शौरसेनी प्राकृत विभिन्न युगों में इस मध्यदेश की भाषा थी।	13	Sankrit, Pali tatha Shaurseni prakrut vibhinna yogon men is madhyadesh ki bhasha thi.	13	
सबसे आसान मार्ग को 3 कक्षा वर्गीकृत किया गया है।	10	Sabse asaan marg apko 3 kaksha vargikrut kiya gaya hai.	10	
